Date,Temperature_C,Sunlight_Hours,Energy_Production_kWh
2023-01-01,9.9816047538945,0.4400085996142795,3.1959583530825184
2023-01-02,33.02857225639664,8.909745757692926,237.39681683477642
2023-01-03,24.279757672456203,4.400983735068573,98.9026090211222
2023-01-04,18.946339367881464,7.119989676305838,135.077010024478
2023-01-05,1.2407456176974607,12.705930634965302,144.27059278242737
2023-01-06,1.2397808134481059,3.490091208084249,39.433550743884815
2023-01-07,-2.6766555132720216,5.745360922498817,43.807915744502886
2023-01-08,29.647045830997406,10.577715939602681,265.8589420635322
2023-01-09,19.04460046972835,3.2031743168827145,57.65992236765371
2023-01-10,23.322903111841818,1.0777187376031019,27.280375244210088
2023-01-11,-4.176620228167902,4.056520340792752,37.88690884729976
2023-01-12,33.79639408647977,2.257098021556062,56.60845573796331
2023-01-13,28.29770563201687,13.015767132796023,319.13272542355287
2023-01-14,3.493564427131046,11.313685313901837,134.9633020499021
2023-01-15,2.2729986882840247,8.867652591145928,102.8649080653483
2023-01-16,2.3361803941373527,12.200448262628047,145.7396715549696
2023-01-17,7.169689718381509,11.251409076587603,151.62170617271894
2023-01-18,15.990257265289515,2.611980824404502,43.234250099373064
2023-01-19,12.27780074568463,12.495825978859688,197.22131840106368
2023-01-20,6.649165607921677,7.55079138681911,96.53209364427835
2023-01-21,19.47411578889518,11.304162172296875,222.7253946957773
2023-01-22,0.5797544260816734,12.545278198928905,130.79513214449975
2023-01-23,6.685785941408726,4.452048649606095,60.7866626287131
2023-01-24,9.654473731747668,1.5407269433874746,26.98063958041999
2023-01-25,13.242799368681439,3.1910922755871836,53.10542960153646
2023-01-26,26.407038455720546,5.979509040767589,146.01332338640165
2023-01-27,2.9869512863343894,11.452206722914903,130.30237486414825
2023-01-28,15.569377536544465,12.050228165588809,227.9104033446131
2023-01-29,18.6965827544817,0.09732982743666985,5.01150259976629
2023-01-30,-3.141983491200091,7.15046223608592,55.985517428661964
2023-01-31,19.301794076057533,5.843754044082906,109.48054654553184
2023-02-01,1.8209649474916612,3.1095093465902233,36.33860930413741
2023-02-02,-2.3979362805888194,1.6781151426715593,13.65183090827753
